,Topic,TweetId,AuthorId,AuthorName,AuthorUsername,#urls,urls,Text,canonical_urls
15078,6.0,1398270600997711877,109315305,Penalosa_G,Penalosa_G,1,https://t.co/YurF1PXwQE,"""Holly s___."" “A monumental victory.” Exxon, Shell, and Chevron All Lose Big on Climate Battles. In court and with shareholders. Huge changes. Shell to cut its carbon dioxide emissions by 45% by 2030 from 2019 levels. That’s right, 45%. By @SamiGrover https://t.co/YXiD5oolI2 https://t.co/YurF1PXwQE",
15083,6.0,1398269719073988618,588261604,Bloomberg Asia,BloombergAsia,0,https://t.co/SQHaBNAzhG,"This week Exxon, Shell and Chevron were forced by shareholders and judges to face climate urgency. Here's what concrete change might look like. https://t.co/SQHaBNAzhG",
15084,6.0,1398269477981204481,309238549,Dr. Joseph Frusci,_DrFrusci,0,https://t.co/QxT0l28wyX,"As activist investors place two directors on Exxon’s board, it is not clear if the activists can deliver on reducing the emissions that are warming the planet and lifting the profits and stock price of Exxon, @uwsgeezer and @ckrausss write. https://t.co/QxT0l28wyX dealbook",
15087,6.0,1398269098153414658,16955517,DealBook,dealbook,0,https://t.co/kHegRL1YgR,"As activist investors place two directors on Exxon’s board, it is not clear if the activists can deliver on reducing the emissions that are warming the planet and lifting the profits and stock price of Exxon, @uwsgeezer and @ckrausss write. https://t.co/kHegRL1YgR",
15095,6.0,1398263942112292867,783719151684685824,Bloomberg Green,climate,0,https://t.co/aHm7waZfok,"This week Exxon, Shell and Chevron were forced by shareholders and judges to face climate urgency.

Here's what concrete change might look like. https://t.co/aHm7waZfok",
15105,6.0,1398260309865996289,4882077965,Laura Paris,LauraPa17822003,0,https://t.co/AyEj20w0jB,"https://t.co/AyEj20w0jB
On Wednesday, a small hedge fund investor succeeded in ousting two board members at Exxon in the US, in a bid to alter the firm's direction on climate change.",
15113,6.0,1398258815460642824,744128826,Pablo  Casaux,pcasaux,0,https://t.co/uelmxNPVVj,"This week Exxon, Shell and Chevron were forced by shareholders and judges to face climate urgency.
The big question is what this news implies for near-term climate policy.
 Here's what concrete change might look like. 
https://t.co/uelmxNPVVj via @business",
15114,6.0,1398258054005772291,295793915,Bloomberg Energy,BloombergNRG,0,https://t.co/JrVmeE3gez,"This week Exxon, Shell and Chevron were forced by shareholders and judges to face climate urgency. Here's what concrete change might look like. https://t.co/JrVmeE3gez",
15121,6.0,1398251463919476739,1203501231282565120,Greta Thunberg News,great_thunberg,0,https://t.co/xYaTjIiOe6,"Climate Change Activists Notch Victory in Exxon Mobil Board Elections
https://t.co/xYaTjIiOe6",
15122,6.0,1398251223837413383,1186546190763978753,EarthEmail.org,EarthEmail,0,https://t.co/68zPWUackA,Climate Change Activists Notch Victory in Exxon Mobil Board Elections https://t.co/68zPWUackA,
15124,6.0,1398250665496002564,932633069131128832,CCL Triangle Chapter,CCLTriangle,0,https://t.co/PUeSGX2fv1,"Shareholders elect two #ClimateChange activists to the @exxonmobil Board of Directors.
https://t.co/PUeSGX2fv1",
15129,6.0,1398248359891193868,917291995407695872,newsrust,newsrust,0,https://t.co/OeroebRkc6,"Exxon Mobil Faces Off Against Activist Investors on Climate Change
https://t.co/OeroebRkc6",
15130,6.0,1398247792854904833,17464780,John Lothian,JohnLothian,0,https://t.co/NqNOkQ1KPj,A To-Do List for the New Climate Activists on Exxon’s Board - Bloomberg https://t.co/NqNOkQ1KPj,
15142,6.0,1398245027743141899,81013031,Alec Roberts,Alec_Roberts,0,https://t.co/FRPfHnrOCC,"Climate change activists win against Exxon Mobil and Chevron, Shell loses Dutch court case - ABC News https://t.co/FRPfHnrOCC",
15149,6.0,1398239905327861761,34713362,Bloomberg,business,0,https://t.co/cJqWguf8KE,"This week Exxon, Shell and Chevron were forced by shareholders and judges to face climate urgency. Here's what concrete change might look like. https://t.co/cJqWguf8KE",
15151,6.0,1398235366327341060,1203039302730555394,Michael,MichaelGittins_,0,https://t.co/YkrR9vdzoT,Climate Change Activists Notch Victory in Exxon Mobil Board Elections: Shareholders elected at least two of the four directors nominated by a coalition of investors that said the oil giant was not investing… https://t.co/YkrR9vdzoT #ExxonMobilCorp #OilPetroleumandGasoline,
15152,6.0,1398235363743698945,45747659,"Tor ""@SolarFred"" Valenza",SolarFred,0,https://t.co/yrEf3SimkR,via @nytimes  Climate Change Activists Notch Victory in Exxon Mobil Board Elections https://t.co/yrEf3SimkR,
15156,6.0,1398230907790704640,101816634,daviesnow,DaviesNow,0,https://t.co/iyZUW1hEXo,"Huge shake-ups in #oilandgas industry, with big implications for climate, #carbonmarkets and demand for electricity. 
Excellent summary from 
@GernotWagner 

https://t.co/iyZUW1hEXo
@jamesbmeigs",
15160,6.0,1398229816709500929,17353325,Catching up-definitely antifascist,fehowarth,0,https://t.co/vT26QBAHMQ,"Shell, Exxon and Chevron stunned by courts and shareholders in climate blitz https://t.co/vT26QBAHMQ via @renew_economy",
15164,6.0,1398224298599399427,1375098032950288387,Jean Paul Kasusula,jpkasusula,0,https://t.co/H4dBz6z9vC,"In a landmark case brought by climate activism groups, Shell ordered by a Dutch court to cut its carbon emissions by net 45% by 2030; a decision hailed as setting a precedent for a new era of climate-related legal claims.
https://t.co/H4dBz6z9vC",
15165,6.0,1398222563357114373,38035476,Dom Phillips,domphillips,0,https://t.co/kw5enx5IhN,"Exxon Mobil suffered a stunning loss at its annual shareholder meeting yesterday, as a small new activist investor focused on climate change, Engine No. 1, won at least two seats on its 12-member board. NYT https://t.co/kw5enx5IhN",
15167,6.0,1398220347833454593,2305663328,Gordon Housley,DonWurkin,0,https://t.co/vSUgnk9O3H,'A Seismic Shift' for Big Oil: Activist Investors Score Surprise Win With ExxonMobil Board Seats https://t.co/vSUgnk9O3H,
15169,6.0,1398218140522213379,2681771034,Stormy Thunder,H2Ninja,0,https://t.co/RY4PacT1Qu,"Shell, Exxon and Chevron stunned by courts and shareholders in climate blitz https://t.co/RY4PacT1Qu via @renew_economy",
15172,6.0,1398213709894340609,14050550,Inside Climate News,insideclimate,0,https://t.co/Lncy1Hq68C,"A major vote at ExxonMobil’s annual meeting “signals tremendous shareholder concern about Exxon's current approach to the energy transition,” said @ALoganCeres.

https://t.co/Lncy1Hq68C",
15181,6.0,1398208403130884104,745147747964063750,cw,CW90120,0,https://t.co/BP3HINSajf,"Shell, Exxon and Chevron stunned by courts and shareholders in climate blitz https://t.co/BP3HINSajf via @renew_economy",
15185,6.0,1398195133183533056,962725727950049281,Business News,ZAQSBusiness,0,https://t.co/KVhCV13Ekb,Exxon scrambles to stave off dissidents as board fight nears climax -- Canada -- - -- Calgary -- | https://t.co/KVhCV13Ekb,
15194,6.0,1398187459687718922,324916259,EIN Presswire: Shell Newswire,EINShellNews,0,https://t.co/MykIMWIjUl,'A Seismic Shift' for Big Oil: Activist Investors Score Surprise Win With ExxonMobil Board Seats https://t.co/MykIMWIjUl,
15199,6.0,1398185068821102593,2890197140,Green Party Cath Sutherland,sutherland_cath,0,https://t.co/8mdk2FKFux,Some small good signs that corporate world being pressurised to take green steps. Exxon shareholders elect environmentalist board members. #ClimateCrisis #oilandgas @nottsgreenparty https://t.co/8mdk2FKFux,
15201,6.0,1398179744747819017,3299897484,CMSnice,cmsnice_com,0,https://t.co/XweY6Z0bLu,"Climate Activists Win Bid To Put New Members On Exxon’s Board
 - https://t.co/XweY6Z0bLu",
15204,6.0,1398176000899313667,735568610547011584,Independents CAN Victoria,ICAN_Vic,0,https://t.co/Ethi6Kbpu7,"Shell, Exxon and Chevron stunned by courts and shareholders in climate blitz https://t.co/Ethi6Kbpu7 via @renew_economy #MarketForces #ClimateLitigation #auspol",
15214,6.0,1398171316352688129,725484710235795456,SearchBeat.com,travelerapps,0,https://t.co/H3JFjociXe,"Climate activists score wins against Exxon, Shell, and Chevron https://t.co/H3JFjociXe",
15215,6.0,1398171034696683520,101591860,Andrew Curry,nextwavefutures,0,https://t.co/xYFiseKs1N,Exxon now has board directors who care about climate change and the #energy #transition. How it happened tells us something about the investment sector—and about Exxon. New post. https://t.co/xYFiseKs1N,
15221,6.0,1398168209052909569,790019230389248000,PHedge,politicalHEDGE,0,https://t.co/5fOkrNwEGE,"Exxon Activist Battle Turns Climate Angst Into Referendum on CEO https://t.co/5fOkrNwEGE May 23, 2021 #US News",
15230,6.0,1398157133275930633,95418595,Daily Climate,TheDailyClimate,0,https://t.co/PKybETeQyM,"Exxon Mobil's shareholders have voted to replace at least two of the company's 12 board members with directors who are seen as better suited to fight #climate change, bolster Exxon's finances and guide it through a transition to cleaner energy.  @APNews https://t.co/PKybETeQyM",
15242,6.0,1398142388787466244,308222785,Robert Marchini,rhcm123,0,https://t.co/wXUrGMXimx,Exxon CEO Is Dealt Stinging Setback at Hands of New Activist  https://t.co/wXUrGMXimx,
15244,6.0,1398136151463055360,756932494482702336,TD,nesowadnehunk,0,https://t.co/0WbXtNS3xP,Engine No. 1 wins at least 2 Exxon board seats as activist pushes for climate strategy change https://t.co/0WbXtNS3xP,
15245,6.0,1398135553191780354,1527726698,Leslie Tate (he/she/Leslie)✍️🌈'*•.¸♡ ♡¸.•*'⧖☮🙏,LSTateAuthor,0,https://t.co/MVmhTgp6CZ,How new board members who understand the climate crisis were elected at Exxon Mobil. A sea change for an industry whose investors have been warned by the International Energy Agency report that new fossil fuel supply projects beyond this year must stop https://t.co/MVmhTgp6CZ,
15252,6.0,1398127320234295297,971416523557359616,Talal Rafi,talalrafi7,0,https://t.co/CAYjzRzCQh,"Another victory for Climate Activists. The new strategy of using shareholders to win seats on boards of oil companies to change them from within. 

#climatechange

https://t.co/CAYjzRzCQh",
15255,6.0,1398126499803406338,385696419,Mike Bloomfield,2dialogue,0,https://t.co/wAqapcZaXe,"Climate Activists Win Bid To Put New Members On Exxon’s Board
https://t.co/wAqapcZaXe",
15257,6.0,1398123284894425098,1668278762,Shahab Zargari,ShahabZargari,0,https://t.co/E4681qPT4s,Wow. A small hedge fund just placed 2 climate activists on the Exxon board. 🤘🏽 https://t.co/E4681qPT4s,
15261,6.0,1398119884916244485,1394493123468742657,Finance Ant,finance_ant,0,https://t.co/EhR7LAgUcN,"Climate activists score wins against Exxon, Shell, and Chevron https://t.co/EhR7LAgUcN",
15262,6.0,1398119675880525833,436429668,Nikkei Asia,NikkeiAsia,0,https://t.co/p7MO0QgUZX,"Activist firm Engine No. 1, now with two seats at Exxon Mobil's table, is sure to push for renewables -- and may set a trend for shareholder proposals.
https://t.co/p7MO0QgUZX",
15274,6.0,1398106816303624192,2533972483,sbyravan,sbyravan,0,https://t.co/1V7aGYViWm,The little engine that could. Activist hedge fund got two of its nominees on Exxon Mobil's board and has been pushing for a commitment from Exxon to carbon neutrality by 2050 https://t.co/1V7aGYViWm,
15276,6.0,1398105746739404800,1368849320,Australasian Centre for Corporate Responsibility,AustCCR,0,https://t.co/WtXaiPyquV,"""All three companies will now be under enormous pressure from both shareholders and the wider public to cut emissions, and cut them fast."" @justdanfornow @abcnews https://t.co/WtXaiPyquV",
15281,6.0,1398103962042130433,577767791,Tim Weiskel,TimWeiskel,0,https://t.co/dnsJqSUe9a,"Climate activists score wins against Exxon, Shell, and Chevron https://t.co/dnsJqSUe9a https://t.co/vNgduhM5F9",
15282,6.0,1398103962042130433,577767791,Tim Weiskel,TimWeiskel,1,https://t.co/vNgduhM5F9,"Climate activists score wins against Exxon, Shell, and Chevron https://t.co/dnsJqSUe9a https://t.co/vNgduhM5F9",
15285,6.0,1398103596940419079,837500725517135872,Kate Dennehy,KateDennehy2,0,https://t.co/DcvFWZrZ6l,"Shell, Exxon and Chevron stunned by courts and shareholders in climate blitz https://t.co/DcvFWZrZ6l via @renew_economy",
15297,6.0,1398095508346859521,123041474,Philip Shook,macbeestje,0,https://t.co/5okgqdqpWQ,Activist Investors Score Surprise Win With ExxonMobil Board Seats https://t.co/5okgqdqpWQ,
15299,6.0,1398093422792163328,1754641,NYT Business,nytimesbusiness,0,https://t.co/JaPOLaeFiZ,"As activist investors place two directors on Exxon’s board, it is not clear if the activists can deliver on reducing the emissions that are warming the planet and lifting the profits and stock price of Exxon, @uwsgeezer and @ckrausss write. https://t.co/JaPOLaeFiZ",
15301,6.0,1398092316297117699,77244409,barbaradees,deesbarbara,0,https://t.co/dR3PbON4ej,"Activist investor ousts at least two Exxon directors in historic win for pro-climate campaign

https://t.co/dR3PbON4ej",
15306,6.0,1398087641766170628,2841377931,Cletus,Cletus1942,0,https://t.co/Rf9XCUlpAW,Election of Environmental Activists to Exxon Board Shakes Company to Its Foundations https://t.co/Rf9XCUlpAW,
15315,6.0,1398076742305206275,33772634,J.C. Huggins,jchuggins,0,https://t.co/ng9m2n6PMy,"Three separate events – on the same day – signal a watershed moment on climate change. And, poetically, they coincide with Rachel Carson's birthday. https://t.co/ng9m2n6PMy",
15322,6.0,1398071805559062532,33338729,Vikas Bajaj,vikasbajaj,0,https://t.co/OQ1GANtXcL,Activists crashed Exxon’s board. Forcing change will be harder. @uwsgeezer @ckrausss report https://t.co/OQ1GANtXcL,
15328,6.0,1398069995519676417,345041798,Tom Gledhill,BlueiNZ,0,https://t.co/Q31gJJxLwJ,Activist Investors Score Surprise Win With ExxonMobil Board Seats https://t.co/Q31gJJxLwJ,
15356,6.0,1398054982499323910,20402945,CNBC,CNBC,0,https://t.co/5v3WZ4CxAL,"Climate change activists won several victories this week, including a Dutch court ruling that Shell must cut its emissions, Chevron shareholders supporting a proposal to reduce greenhouse gases, and Exxon having two climate activists join its board. So what’s next? https://t.co/5v3WZ4CxAL",
15363,6.0,1398052181207502848,1299688154241228807,Current News Bulletin,BulletinCurrent,0,https://t.co/bGK4BBUA0s,"Activists Crashed Exxon’s Board, but Forcing Change Will Be Hard https://t.co/bGK4BBUA0s",
15364,6.0,1398052076664639489,252249233,Rep Peter DeFazio,RepPeterDeFazio,0,https://t.co/jLsvYxYEi8,"Yesterday was a bad day for Big Oil—and a great day for climate justice:
 
Exxon shareholders approved 2 new climate-conscious board members

Chevron shareholders backed a res urging emissions cuts

A Dutch court ordered Shell to slash emissions by 45%
https://t.co/jLsvYxYEi8",
15371,6.0,1398050658348056576,4407424997,Samsurin Welch ☕️,samsurinwelch,0,https://t.co/rGtPTEmTAw,"Another interesting day in big oil. A tiny shareholder with 0.02% stake (called nonother than ""Engine No. 1"") managed to win over enough allies

Activist Shareholder Wins Two Seats On ExxonMobil’s Board Amid Battle Over Climate Change via @forbes https://t.co/rGtPTEmTAw",
15382,6.0,1398046448772554756,4809923720,Paul Bird,PurposeFullAus,0,https://t.co/IZ1cDsk9ZB,"Companies face action if they don't reduce emissions. Dutch court and shareholder activists force emissions reductions for Shell, Exxon Mobil and Chevron https://t.co/IZ1cDsk9ZB",
15385,6.0,1398046080634392581,35982022,Shelly Porges,shellyporges,0,https://t.co/W5LAfUTSxz,Cautionary tale that times they are a'changing and that investors can change the world: Climate Activists Defeat Exxon in Push for Clean Energy https://t.co/W5LAfUTSxz,
15387,6.0,1398045321159004160,962881158533885952,Angela Dean,AngelaSocSci,0,https://t.co/Xl4pzB4fyL,"Shell, Exxon and Chevron stunned by courts and shareholders in climate blitz https://t.co/Xl4pzB4fyL via @renew_economy",
15391,6.0,1398042033860665347,16399202,Charlie Richmond,charlierichmond,0,https://t.co/RMzTF1zHQK,Exxon Rebuked by Shareholders as Climate Activists Put on Board https://t.co/RMzTF1zHQK,
15394,6.0,1398037234213801987,249532641,SequenceCentral,sequencecentral,0,https://t.co/naTlo1f0Lh,Activist investor ousts at least two Exxon directors in historic win for pro-climate campaign https://t.co/naTlo1f0Lh #tech,
15400,6.0,1398035285481508868,20068053,EDF,EnvDefenseFund,0,https://t.co/IbbCypi0Wf,"This moment is about more than ExxonMobil. Asset managers and other influential investors stepped up, making their voices heard and connected the dots between their climate rhetoric and their actions. https://t.co/IbbCypi0Wf",
15401,6.0,1398034271856594946,1109873191986462725,Katie McKee,KatieMc05563454,0,https://t.co/lG0lPmvy8J,Activist Investors Score Surprise Win With ExxonMobil Board Seats https://t.co/lG0lPmvy8J,
15408,6.0,1398031110722883584,976626354,Peter Gardner,PeterDGardner,0,https://t.co/nu8Pz1W1Z5,"Shell, Exxon and Chevron stunned by courts and shareholders in climate blitz https://t.co/nu8Pz1W1Z5 via @renew_economy #ClimateLitigation #ClimateAction #auspol",
15424,6.0,1398025523847180294,242641381,🌊 Grant Swanson,GrantSwanson88,0,https://t.co/ERS5Xj8Wmu,Climate Activists Defeat Exxon in Push for Clean Energy https://t.co/ERS5Xj8Wmu,
15426,6.0,1398024365870964742,1127318551511961600,End Murdochracy Save Democracy,murdochracy,0,https://t.co/awvySJX1GE,"Love these bloody greenies.
Climate change activists win against Exxon Mobil and Chevron, Shell loses Dutch court case
https://t.co/awvySJX1GE",
15428,6.0,1398022944765317123,4760843473,Boomerang 231,kcookie818,0,https://t.co/zunpsIjzFk,"Activist investor ousts at least two Exxon directors in historic win for pro-climate campaign

https://t.co/zunpsIjzFk",
15431,6.0,1398022197155827713,1178115349,Andreas Iliou,andreasiliou,0,https://t.co/86Z00un5x0,"https://t.co/86Z00un5x0

Good News 😎🖖

#alternativeenergy #innovation #design #solarpower #solarenergy #architecture #engineering #environment https://t.co/7CkSFQ6kR0",
15432,6.0,1398022197155827713,1178115349,Andreas Iliou,andreasiliou,1,https://t.co/7CkSFQ6kR0,"https://t.co/86Z00un5x0

Good News 😎🖖

#alternativeenergy #innovation #design #solarpower #solarenergy #architecture #engineering #environment https://t.co/7CkSFQ6kR0",
15433,6.0,1398021431624179718,10340482,Rainforest Action Network (RAN),RAN,0,https://t.co/xTD0MEfqZm,"People: 1, Big Oil: 0 -- huge blow for US fossil fuel giants Exxon and Chevron as both suffered shareholder rebellions from climate activists big time! #keepitintheground https://t.co/xTD0MEfqZm",
15452,6.0,1398018343727104006,779222587,'Abbey',DaveRhody,0,https://t.co/RefBa15dhr,"Great - shareholders oust a couple Exxon board members for not being progressive on climate issues -- but if you're so concerned about climate, why in hell do you still own Exxon stock?
https://t.co/RefBa15dhr",
15454,6.0,1398018076587687936,931694228714938368,Rob Carlson,robcarlsonca,0,https://t.co/1UX3wjvNZQ,"I wonder why shareholders have not launched a lawsuit against the activist directors? 

The directors have a fiduciary duty and set aside their own interests....

Exxon loses board seats to activist hedge fund in landmark climate vote https://t.co/1UX3wjvNZQ",
15456,6.0,1398017543974096903,1184025479084331008,Mehabe Capital,mehabecapital,0,https://t.co/WiDm9IDhNX,Hedge Fund led Climate activists defeat Exxon in push for Clean Energy – chatter @ #wallstreetbets https://t.co/WiDm9IDhNX,
15459,6.0,1398016204258701312,20810335,Michael E. Campana,WaterWired,0,https://t.co/rGWcIa03ol,"From @USATODAY: Climate Point - 27 May 2021. 
Will construction workers drive e-trucks? And 2 Exxon directors ousted; More! https://t.co/rGWcIa03ol #globalwater #cdnwater https://t.co/CLCa4q0N22",
15460,6.0,1398016204258701312,20810335,Michael E. Campana,WaterWired,1,https://t.co/CLCa4q0N22,"From @USATODAY: Climate Point - 27 May 2021. 
Will construction workers drive e-trucks? And 2 Exxon directors ousted; More! https://t.co/rGWcIa03ol #globalwater #cdnwater https://t.co/CLCa4q0N22",
15474,6.0,1398013255235235841,23628570,Melissa Clark-Reynolds,HoneyBeeGeek,0,https://t.co/0AzZuLup9y,"Activist Shareholder Wins Two Seats On @ExxonMobil’s Board Amid Battle Over Climate Change

https://t.co/0AzZuLup9y",
15479,6.0,1398011653111824387,19539716,Friends of the Earth (Action),foe_us,0,https://t.co/TCsGkSQSal,"HUGE WINS! Yesterday, Big Oil took some major blows – @Shell was ordered to cut emissions by 45%, @exxonmobil gained 2 climate activists on its board, &amp; @Chevron’s investors forced the oil giant to reduce its product emissions!

This is only the beginning.
https://t.co/TCsGkSQSal",
15480,6.0,1398011335913394181,404579162,Bernie Tershy,BernieTershy,0,https://t.co/N9A6rf86ba,"Climate Activists Elected to Exxon Board in Push for Clean Energy. Exon share price jumps 1.2%. https://t.co/N9A6rf86ba  ""The company’s",
15481,6.0,1398011139091468290,449600949,SafetyPin-Daily,SafetyPinDaily,0,https://t.co/g6gDlJWc6G,Activist investor ousts at least two Exxon directors in historic win for pro-climate campaign || Via CNN https://t.co/g6gDlJWc6G,
15485,6.0,1398009064223821828,53521085,Save Mother Earth,JohnBrownZion,0,https://t.co/4mEP5H66kX,Smart shareholders understand the long term opportunities of green energy. As well as the threats of delusional board members who are not helping companies prepare for that future. More boards will likely face such action from shareholders. https://t.co/4mEP5H66kX,
15496,6.0,1398006342036508672,782018153207431168,Children's Health Defense,ChildrensHD,0,https://t.co/UTTfyiKViI,"Royal Dutch Shell to drastically deepen planned #greenhouse gas emission cuts, ExxonMobil shareholders elected 2 new board members w/ #climate + #cleanenergy expertise + more via .@ClimateNexus

#TheDefender: SIGN UP TODAY--&gt; https://t.co/UTTfyiKViI https://t.co/6O3v50lzrK",
15497,6.0,1398006342036508672,782018153207431168,Children's Health Defense,ChildrensHD,1,https://t.co/6O3v50lzrK,"Royal Dutch Shell to drastically deepen planned #greenhouse gas emission cuts, ExxonMobil shareholders elected 2 new board members w/ #climate + #cleanenergy expertise + more via .@ClimateNexus

#TheDefender: SIGN UP TODAY--&gt; https://t.co/UTTfyiKViI https://t.co/6O3v50lzrK",
15498,6.0,1398006250999328772,309238549,Dr. Joseph Frusci,_DrFrusci,0,https://t.co/AlGDLU89nA,Big Oil was dealt a stunning defeat on Wednesday when shareholders of Exxon Mobil elected at least two board candidates nominated by activist investors who pledged to steer the company toward cleaner energy and away from oil and gas. https://t.co/AlGDLU89nA dealbook,
15500,6.0,1398006122750038020,16955517,DealBook,dealbook,0,https://t.co/t6xRWEwL39,Big Oil was dealt a stunning defeat on Wednesday when shareholders of Exxon Mobil elected at least two board candidates nominated by activist investors who pledged to steer the company toward cleaner energy and away from oil and gas. https://t.co/t6xRWEwL39,
15505,6.0,1398005100900077570,68748719,Angela Taylor,aktaylorus,0,https://t.co/Ixt4jzjAiJ,"This combined w/the landmark court ruling on Shell emissions is monumental!

Climate Activists Defeat Exxon in Push for Clean Energy https://t.co/Ixt4jzjAiJ",
15506,6.0,1398005051856244738,93223785,fj,gecko39,0,https://t.co/swCRLM3sdR,"Climate Activists Defeat Exxon in Push for Clean Energy

Clifford Krauss
Peter Eavis

26MAY2021

https://t.co/swCRLM3sdR

Shareholders elected at least two of four directors nominated by coalition of investors that said oil giant was not investing enough in cleaner energy https://t.co/rYjbif6P3a",
15507,6.0,1398005051856244738,93223785,fj,gecko39,1,https://t.co/rYjbif6P3a,"Climate Activists Defeat Exxon in Push for Clean Energy

Clifford Krauss
Peter Eavis

26MAY2021

https://t.co/swCRLM3sdR

Shareholders elected at least two of four directors nominated by coalition of investors that said oil giant was not investing enough in cleaner energy https://t.co/rYjbif6P3a",
15512,6.0,1398003787466522630,293123468,Agenda,AgendaWeek,0,https://t.co/cvXGgxtWig,Climate-focused activist nabs seats on Exxon’s board — ‘change is coming’ https://t.co/cvXGgxtWig,
15513,6.0,1398003630704316424,158567559,Sergio Molina H.,SergioMolinaH,0,https://t.co/N6DVbTGspL,"#ExxonMobil elected new board members who call for the company to become #CarbonNeutral by 2050, #Chevron would have to cut its #greenhouse gas emissions, #Shell must cut its emissions by 45% by 2030. https://t.co/N6DVbTGspL",
15514,6.0,1398003162846429185,46948570,Madeleine,madlymad,0,https://t.co/dkCJt5HVCQ,"Climate Activists Defeat Exxon in Push for Clean Energy https://t.co/dkCJt5HVCQ ""Shareholders elected at least two of the four directors nominated by a coalition of investors that said the oil giant was not investing enough in cleaner energy.""
HEY, EXXON, SUCK AIR!",
15516,6.0,1398002147749289985,874010558915162112,Paradise Las Vegas Indivisible,ParadiseResists,0,https://t.co/M7WkU7GSeV,'A Seismic Shift' for Big Oil: Activist Investors Score Surprise Win With ExxonMobil Board Seats https://t.co/M7WkU7GSeV,
15517,6.0,1398002058528116736,751651375407181824,Karen Gruber,mail4ufromme1,0,https://t.co/2UCMtgiBa3,'A Seismic Shift' for Big Oil: Activist Investors Score Surprise Win With ExxonMobil Board Seats https://t.co/2UCMtgiBa3,
15525,6.0,1397999094078087170,309238549,Dr. Joseph Frusci,_DrFrusci,0,https://t.co/ig7zn5h4Ve,"In a span of hours yesterday, Big Oil saw:

• Climate activists install 2 new Exxon board members

• Chevron shareholders back a resolution urging emissions cuts 

• A Dutch court order Shell to slash emissions well beyond current plans https://t.co/ig7zn5h4Ve axios",
15526,6.0,1397999043905830915,800707492346925056,Axios,axios,0,https://t.co/f1c3o81cSY,"In a span of hours yesterday, Big Oil saw:

• Climate activists install 2 new Exxon board members

• Chevron shareholders back a resolution urging emissions cuts 

• A Dutch court order Shell to slash emissions well beyond current plans https://t.co/f1c3o81cSY",
15529,6.0,1397998397697765380,754048008,"Earth Action, Inc.",earthethicsinc,0,https://t.co/n8wdwzdjZ5,Activist Investors Score Surprise Win With ExxonMobil Board Seats https://t.co/n8wdwzdjZ5,
15533,6.0,1397997333107908611,1362241199449513987,Mooney Green Law,mooneygreenlaw,0,https://t.co/PqGzaFplBp,"Successful #shareholderactivism by two #pension plans - the California State Teachers' Retirement System &amp; the New York State Common Retirement Fund - has influenced the election of at least 2 out of 4 nominees for @ExxonMobil's board #itsERISAtime #ERISA
https://t.co/PqGzaFplBp",
15537,6.0,1397995840581603333,289148078,🔽 𝒓𝒆𝒄𝒆𝒏𝒕/𝒍𝒂𝒕𝒆𝒔𝒕 𝒗𝒊𝒂 🔽,MrDJones,0,https://t.co/qCOGrOJY9L,CHANNEL4 NEWS: Oil giant ExxonMobil faces shareholder rebellion and over climate change. A hedge fund with a tiny stake in the massive oil giant that is ExxonMobil has pulled off a boardroom coup by persuading Exxon shareholders to vote to put two new... https://t.co/qCOGrOJY9L https://t.co/CrtNB2BwaM,
15538,6.0,1397995840581603333,289148078,🔽 𝒓𝒆𝒄𝒆𝒏𝒕/𝒍𝒂𝒕𝒆𝒔𝒕 𝒗𝒊𝒂 🔽,MrDJones,1,https://t.co/CrtNB2BwaM,CHANNEL4 NEWS: Oil giant ExxonMobil faces shareholder rebellion and over climate change. A hedge fund with a tiny stake in the massive oil giant that is ExxonMobil has pulled off a boardroom coup by persuading Exxon shareholders to vote to put two new... https://t.co/qCOGrOJY9L https://t.co/CrtNB2BwaM,
15540,6.0,1397995036692955141,1848533342,Robert Sroufe,RobertSroufe,0,https://t.co/wiUk2hYh5d,Activist Investors Score Surprise Win With ExxonMobil Board Seats #ransparency #ClimateChange #Accountability https://t.co/wiUk2hYh5d,
15543,6.0,1397994095927255047,758078909317574656,Trek3871🖖🏻💫 #IStandWithUkraine,Trek3871D,0,https://t.co/O3DSG1Fdgs,"Exxon, Shell, and Chevron Shareholders say it’s time for change. 
New Board members 
New Vision, New outlook. 
A big win in 1 day!
#wtpBLUE #ClimateAction 
‘Powerful signal': In a single day, Big Oil suffers historic blows on climate https://t.co/O3DSG1Fdgs via @politico",
15548,6.0,1397991765983043585,2310624396,Douglas the MonkeyBoy AKA the White Shaka Thomsen,iambatmandoug,0,https://t.co/zzZiw1Q7Sc,'A Seismic Shift' for Big Oil: Activist Investors Score Surprise Win With ExxonMobil Board Seats https://t.co/zzZiw1Q7Sc,
15553,6.0,1397991094332362761,527947509,Tishman Environment & Design Center,NewSchoolTEDC,0,https://t.co/nOaIgY3Kx9,"Engine No. 1 wins at least 2 Exxon board seats as activist Darren Woods pushes for #climate strategy change
via @CNBC  
https://t.co/nOaIgY3Kx9",
15554,6.0,1397991054155071492,112177253,Dr. David L. Katz,DrDavidKatz,0,https://t.co/ccZTfMud9o,Climate Activists Defeat Exxon in Push for Clean Energy https://t.co/ccZTfMud9o https://t.co/SwTZdsBzW6,
